ds,NO2,SO2,PM25,PM10
2025-04-24 15:45:00,19.268367284352273,10.012302368447306,26.61917700529455,92.17098676784671
2025-04-24 16:00:00,19.590711862864314,10.469972171968061,26.587917950922993,92.65194514995915
2025-04-24 16:45:00,21.740492509257095,11.8306983056912,27.139264338726356,97.17655971719661
2025-04-24 17:00:00,22.840063856456084,12.209918751843809,27.545550573685667,99.70334275292075
2025-04-24 17:15:00,24.104798031544252,12.523883076316947,28.054099177266437,102.67380563032806
2025-04-24 17:30:00,25.506564602084897,12.76180054618446,28.651580141107818,106.01234645158449
2025-04-24 17:45:00,27.009928057911257,12.917617790117522,29.31977453883505,109.62225228468627
2025-04-24 18:00:00,28.5733949366179,12.990103524240547,30.036284380300415,113.38967538628815
2025-04-24 18:15:00,30.1510395512933,12.982621373116544,30.775519207613332,117.18872463686822
2025-04-24 18:30:00,31.6944265824149,12.902616257765024,31.509904304473533,120.88739401670485
2025-04-24 18:45:00,33.15472911459002,12.760858360186777,32.21124029081006,124.35399286202971
2025-04-24 19:00:00,34.484927082229504,12.570503907694063,32.85213326465176,127.4637063747991
2025-04-24 19:15:00,35.64196442356566,12.34604295495164,33.40740924186006,130.10490185505034
2025-04-24 19:30:00,36.588744017112255,12.102210290007356,33.85542681704951,132.18480740019072
2025-04-24 19:45:00,37.29584768867571,11.852936220276025,34.17920773087816,133.63422478628357
2025-04-24 20:00:00,37.74288381300003,11.610409316790552,34.36731604642222,134.41099490382956
2025-04-24 20:15:00,37.91938626082705,11.384313623432302,34.41443214699299,134.50200867601654
2025-04-24 20:30:00,37.82521445212288,11.181289073357526,34.32158681012134,133.92364434599278
2025-04-24 20:45:00,37.470433370438506,11.004646919451556,34.09604190307815,132.72060759172115
2025-04-24 21:00:00,36.874682770666496,10.854353086607356,33.75082639668135,130.9632480320111
2025-04-24 21:15:00,36.066074573533115,10.727272840096093,33.30395795675187,128.74351812539504
2025-04-24 21:30:00,35.07968468981684,10.617651397618245,32.77739991341581,126.16982221048593
2025-04-24 21:45:00,33.955728586568654,10.517788419766577,32.19581966811254,123.36106938025536
2025-04-24 22:00:00,32.73752734112183,10.418850835373643,31.58522649880478,120.44028973185259
2025-04-24 22:15:00,31.469381670417476,10.311759126071909,30.971573504290056,117.52819645528598
2025-04-24 22:30:00,30.194474854280948,10.188077636426208,30.379409664460646,114.73707486790197
2025-04-24 22:45:00,28.95292145113842,10.040839977200445,29.830663637268017,112.16535411378297
2025-04-24 23:00:00,27.780067490317066,9.865246078609287,29.343631248923746,109.89316946432163
2025-04-24 23:15:00,26.705130335083165,9.659177520478371,28.93222439207035,107.97915652991611
2025-04-24 23:30:00,25.750243693982508,9.423491659936944,28.605521138738784,106.45863736518737
